Date,^GSPC,^DJI,^IXIC,^N225,SPY,^RUT,^STI,^FTSE,VOO,VTI,VEA,VWO,VNQ,VUG,VTV,VB
2015-02-02,2020.8499755859375,17361.0390625,4676.68994140625,17558.0390625,169.6439666748047,1175.510009765625,3423.35009765625,6782.60009765625,154.86341857910156,87.7704086303711,28.61754608154297,30.28607177734375,57.95365905761719,94.48697662353516,63.61750030517578,99.33948516845703
2015-02-03,2050.030029296875,17666.400390625,4727.740234375,17335.849609375,172.09719848632812,1196.989990234375,3408.02001953125,6871.7998046875,157.12246704101562,89.11731719970703,29.024782180786133,30.82250213623047,58.45719909667969,95.68891143798828,64.61443328857422,101.20335388183594
2015-02-04,2041.510009765625,17673.01953125,4716.7001953125,17678.740234375,171.44187927246094,1191.43994140625,3417.570068359375,6860.0,156.5869598388672,88.80584716796875,28.817461013793945,30.613901138305664,58.21549606323242,95.36112213134766,64.36713409423828,100.76329040527344
2015-02-05,2062.52001953125,17884.880859375,4765.10009765625,17504.619140625,173.1725616455078,1208.7099609375,3406.580078125,6865.89990234375,158.17672729492188,89.7823715209961,29.12102508544922,30.844865798950195,58.913726806640625,96.36271667480469,65.04718780517578,102.01451873779297
2015-02-06,2055.469970703125,17824.2890625,4744.39990234375,17648.5,172.69369506835938,1205.4599609375,3431.360107421875,6853.39990234375,157.7332000732422,89.51300048828125,28.773033142089844,30.338245391845703,57.20170593261719,95.84370422363281,64.99308776855469,101.73838806152344
2015-02-09,2046.739990234375,17729.2109375,4726.009765625,17711.9296875,171.92074584960938,1195.8299560546875,3418.02001953125,6837.2001953125,157.01373291015625,89.06684112548828,28.639745712280273,30.30097198486328,56.79887390136719,95.44307708740234,64.70716857910156,101.1257095336914
2015-02-10,2068.590087890625,17868.759765625,4787.64013671875,17652.6796875,173.75234985351562,1203.1800537109375,3434.239990234375,6829.10009765625,158.6870574951172,89.97599792480469,28.88409996032715,30.248815536499023,56.98015594482422,96.62677764892578,65.30219268798828,101.77291107177734
2015-02-11,2068.530029296875,17862.140625,4801.18017578125,,173.85311889648438,1201.550048828125,3444.570068359375,6818.2001953125,158.79583740234375,90.01814270019531,28.728601455688477,30.11471939086914,56.81230163574219,96.89083862304688,65.20948028564453,101.72113037109375
2015-02-12,2088.47998046875,17972.380859375,4857.60986328125,17979.720703125,175.52503967285156,1216.27001953125,3419.169921875,6828.10009765625,160.2684326171875,90.88518524169922,29.1728572845459,30.815061569213867,57.490386962890625,97.84688568115234,65.8122787475586,102.88607788085938
2015-02-13,2096.989990234375,18019.349609375,4893.83984375,17913.359375,176.24757385253906,1223.1300048828125,3426.219970703125,6873.5,160.9712371826172,91.31452941894531,29.38018035888672,31.127988815307617,57.10771179199219,98.42053985595703,65.9900131225586,103.42971801757812
2015-02-16,,,,18004.76953125,,,3427.159912109375,6857.10009765625,,,,,,,,
2015-02-17,2100.340087890625,18047.580078125,4899.27001953125,17987.08984375,176.52481079101562,1225.010009765625,3415.909912109375,6898.10009765625,161.23060607910156,91.4576416015625,29.44682502746582,31.031129837036133,56.96671676635742,98.53893280029297,66.14458465576172,103.61092376708984
2015-02-18,2099.679931640625,18029.849609375,4906.35986328125,18199.169921875,176.5416259765625,1227.949951171875,3435.659912109375,6898.10009765625,161.26414489746094,91.50814056396484,29.6467342376709,31.06092071533203,57.49709701538086,98.75745391845703,66.05187225341797,103.9043197631836
2015-02-19,2097.449951171875,17985.76953125,4924.7001953125,18264.7890625,176.4156494140625,1227.9100341796875,,6888.89990234375,161.15533447265625,91.48289489746094,29.661537170410156,30.96407699584961,56.26177978515625,98.90311431884766,65.85863494873047,103.85254669189453
2015-02-20,2110.300048828125,18140.439453125,4955.97021484375,18332.30078125,177.47413635253906,1231.7900390625,,6915.2001953125,162.13427734375,91.99641418457031,29.957712173461914,31.120525360107422,56.80558395385742,99.60426330566406,66.2295913696289,104.42208099365234
2015-02-23,2109.659912109375,18116.83984375,4960.97021484375,18466.919921875,177.448974609375,1231.8299560546875,3421.300048828125,6912.2001953125,162.09242248535156,91.98800659179688,29.8392391204834,30.82250213623047,57.262142181396484,99.65888214111328,66.15228271484375,104.39620208740234
2015-02-24,2115.47998046875,18209.189453125,4968.1201171875,18603.48046875,177.95310974121094,1233.97998046875,3437.610107421875,6949.60009765625,162.56935119628906,92.19847869873047,30.01694679260254,31.24717903137207,56.134212493896484,99.70437622070312,66.46915435791016,104.50836181640625
2015-02-25,2113.860107421875,18224.5703125,4967.14013671875,18585.19921875,177.80184936523438,1235.0999755859375,3440.830078125,6935.39990234375,162.39353942871094,92.16480255126953,30.046573638916016,31.14287757873535,56.14764404296875,99.82276153564453,66.33006286621094,104.59465026855469
2015-02-26,2110.739990234375,18214.419921875,4987.89013671875,18785.7890625,177.59181213378906,1239.1099853515625,3426.179931640625,6949.7001953125,162.20956420898438,92.10588073730469,29.965118408203125,31.120525360107422,55.53668975830078,99.82276153564453,66.16777801513672,104.62916564941406
2015-02-27,2104.5,18132.69921875,4963.52978515625,18797.939453125,176.9868621826172,1233.3699951171875,3402.860107421875,6946.7001953125,161.64898681640625,91.7775650024414,29.987327575683594,31.14287757873535,55.97309875488281,99.44944763183594,65.94365692138672,104.22360229492188
2015-03-02,2117.389892578125,18288.630859375,5008.10009765625,18826.880859375,178.1043243408203,1242.6199951171875,3403.889892578125,6940.60009765625,162.7115478515625,92.3415756225586,30.03176498413086,31.098176956176758,56.295345306396484,100.28714752197266,66.22187042236328,104.97434997558594
2015-03-03,2107.780029296875,18203.369140625,4979.89990234375,18815.16015625,177.3733367919922,1234.760009765625,3422.110107421875,6889.10009765625,162.0171356201172,91.9627685546875,29.8614559173584,30.815061569213867,56.18790817260742,99.90471649169922,65.92817687988281,104.44795227050781
2015-03-04,2098.530029296875,18096.900390625,4967.14013671875,18703.599609375,176.62562561035156,1230.72998046875,3415.530029296875,6919.2001953125,161.33937072753906,91.59233856201172,29.728185653686523,30.457448959350586,55.65080642700195,99.50408172607422,65.67317962646484,104.04237365722656
2015-03-05,2101.0400390625,18135.720703125,4982.81005859375,18751.83984375,176.81887817382812,1234.31005859375,3395.27001953125,6961.10009765625,161.51510620117188,91.7354736328125,29.824438095092773,30.3978271484375,55.811946868896484,99.63153076171875,65.75818634033203,104.18907165527344
2015-03-06,2071.260009765625,17856.779296875,4927.3701171875,18971.0,174.33201599121094,1217.52001953125,3417.510009765625,6911.7998046875,159.2310028076172,90.46429443359375,29.42461395263672,29.90610122680664,53.95893859863281,98.28397369384766,64.82308959960938,102.86017608642578
2015-03-09,2079.429931640625,17995.720703125,4942.43994140625,18790.55078125,175.05450439453125,1223.5899658203125,3404.570068359375,6876.5,159.9086151123047,90.801025390625,29.439409255981445,29.786903381347656,54.38861846923828,98.60264587402344,65.10128021240234,103.17084503173828
2015-03-10,2044.1600341796875,17662.939453125,4859.7900390625,18665.109375,172.21481323242188,1208.469970703125,3398.260009765625,6702.7998046875,157.28143310546875,89.42040252685547,28.824861526489258,29.16850471496582,54.34834289550781,97.06385040283203,64.03482055664062,101.97138977050781
2015-03-11,2040.239990234375,17635.390625,4849.93994140625,18723.51953125,171.81155395507812,1215.780029296875,3378.590087890625,6721.5,156.9132843017578,89.3530502319336,28.898893356323242,29.399477005004883,54.395328521728516,96.6996078491211,64.03482055664062,102.56680297851562
2015-03-12,2065.949951171875,17895.220703125,4893.2900390625,18991.109375,173.99595642089844,1236.6400146484375,3373.60009765625,6761.10009765625,158.9381103515625,90.47269439697266,29.254304885864258,29.56337547302246,55.34199523925781,98.00167846679688,64.79989624023438,103.9906005859375
2015-03-13,2053.39990234375,17749.310546875,4871.759765625,19254.25,172.92897033691406,1232.1400146484375,3362.77001953125,6740.60009765625,157.967529296875,89.96759033203125,29.07661247253418,29.205768585205078,55.30842590332031,97.36431884765625,64.39801025390625,103.44697570800781
2015-03-16,2081.18994140625,17977.419921875,4929.509765625,19246.060546875,175.23934936523438,1239.780029296875,3376.0400390625,6804.10009765625,160.12615966796875,91.09566497802734,29.40239143371582,29.54848861694336,55.87909698486328,98.70281219482422,65.25585174560547,104.32715606689453
2015-03-17,2074.280029296875,17849.080078125,4937.43017578125,19437.0,174.71853637695312,1242.22998046875,3369.949951171875,6837.60009765625,159.58230590820312,90.91887664794922,29.372774124145508,29.73474884033203,55.85893630981445,98.65727996826172,64.9389877319336,104.61193084716797
2015-03-18,2099.5,18076.189453125,4982.830078125,19544.48046875,176.81887817382812,1252.1400146484375,3361.75,6945.2001953125,161.48159790039062,91.9627685546875,29.97992706298828,30.502138137817383,57.02716064453125,99.77723693847656,65.75044250488281,105.63017272949219
2015-03-19,2089.27001953125,17959.029296875,4992.3798828125,19476.560546875,176.01231384277344,1254.8599853515625,3386.159912109375,6962.2998046875,160.73695373535156,91.63443756103516,29.617115020751953,29.96571159362793,57.00028610229492,99.70437622070312,65.26358032226562,105.52659606933594
2015-03-20,2108.10009765625,18127.650390625,5026.419921875,19560.220703125,177.56591796875,1266.3699951171875,3412.43994140625,7022.5,162.1927947998047,92.4005355834961,30.25388526916504,30.338245391845703,58.43034362792969,100.55121612548828,65.83545684814453,106.51896667480469
2015-03-23,2104.419921875,18116.0390625,5010.97021484375,19754.359375,177.2199249267578,1264.7099609375,3410.1298828125,7037.7001953125,161.90184020996094,92.2405776977539,30.39456558227539,30.427640914916992,58.35649490356445,100.16878509521484,65.83545684814453,106.36363983154297
2015-03-24,2091.5,18011.140625,4994.72998046875,19713.44921875,176.22413635253906,1263.4599609375,3413.260009765625,7019.7001953125,160.95993041992188,91.75228881835938,30.36495590209961,30.546838760375977,57.85966491699219,99.72262573242188,65.35630798339844,106.09615325927734
2015-03-25,2061.050048828125,17718.5390625,4876.52001953125,19746.19921875,173.64183044433594,1233.8499755859375,3419.02001953125,6991.0,158.61366271972656,90.32124328613281,30.20208168029785,30.017690658569336,56.861427307128906,97.88867950439453,64.62553405761719,104.0518798828125
2015-03-26,2056.14990234375,17678.23046875,4863.35986328125,19471.119140625,173.22825622558594,1231.989990234375,3431.590087890625,6895.2998046875,158.2184295654297,90.14363861083984,29.956647872924805,29.84603500366211,56.56427001953125,97.75169372558594,64.44676208496094,103.82745361328125
2015-03-27,2061.02001953125,17712.66015625,4891.22021484375,19285.630859375,173.62490844726562,1240.4100341796875,3450.10009765625,6855.0,158.54640197753906,90.3888931274414,30.023590087890625,29.913204193115234,56.63856506347656,97.98001861572266,64.59444427490234,104.42308044433594
2015-03-30,2086.239990234375,17976.310546875,4947.43994140625,19411.400390625,175.74310302734375,1257.800048828125,3454.260009765625,6891.39990234375,160.52267456054688,91.5391616821289,30.045902252197266,30.52520179748535,57.44902038574219,99.13077545166016,65.42630004882812,105.81298065185547
2015-03-31,2067.889892578125,17776.119140625,4900.8798828125,19206.990234375,174.2071533203125,1252.77001953125,3447.010009765625,6773.0,159.10983276367188,90.7103042602539,29.62198829650879,30.502809524536133,56.94245910644531,95.5414810180664,65.06867218017578,105.8043441772461
2015-04-01,2059.68994140625,17698.1796875,4880.22998046875,19034.83984375,173.59117126464844,1251.7099609375,3447.02001953125,6809.5,158.59690856933594,90.54113006591797,29.83022117614746,30.91329574584961,56.861427307128906,97.86131286621094,64.65664672851562,105.28638458251953
2015-04-02,2066.9599609375,17763.240234375,4886.93994140625,19312.7890625,174.21559143066406,1255.6600341796875,3453.75,6833.5,159.0677947998047,90.82868957519531,30.0533390045166,31.39094352722168,57.29368209838867,98.26314544677734,64.88211059570312,105.64031982421875
2015-04-03,,,,19435.080078125,,,,,,,,,,,,
2015-04-06,2080.6201171875,17880.849609375,4917.31982421875,19397.98046875,175.38864135742188,1260.5400390625,3452.909912109375,,160.186279296875,91.45458221435547,30.343374252319336,31.771577835083008,57.88800811767578,98.86592102050781,65.31745910644531,106.3050765991211
2015-04-07,2076.330078125,17875.419921875,4910.22998046875,19640.5390625,174.9245147705078,1253.3599853515625,3465.6201171875,6961.7998046875,159.75741577148438,91.15009307861328,30.343374252319336,31.69694709777832,56.86817932128906,98.62846374511719,65.16973876953125,105.5885238647461
2015-04-08,2081.89990234375,17902.509765625,4950.81982421875,19789.810546875,175.51524353027344,1262.7099609375,3460.679931640625,6937.39990234375,160.33761596679688,91.5391616821289,30.484689712524414,32.33881378173828,56.95598220825195,99.20386505126953,65.23194122314453,106.27918243408203
2015-04-09,2091.179931640625,17958.73046875,4974.56005859375,19937.720703125,176.29164123535156,1259.1099853515625,3460.300048828125,7015.39990234375,161.03567504882812,91.86055755615234,30.529315948486328,32.756736755371094,55.7740592956543,99.56917572021484,65.57398223876953,106.04607391357422
2015-04-10,2102.06005859375,18057.650390625,4995.97998046875,19907.630859375,177.25369262695312,1264.77001953125,3472.3798828125,7089.7998046875,161.91867065429688,92.29191589355469,30.588808059692383,32.689579010009766,55.7335205078125,99.9071273803711,66.02489471435547,106.4259033203125
2015-04-13,2092.429931640625,17977.0390625,4988.25,19905.4609375,176.4519805908203,1265.5899658203125,3484.389892578125,7064.2998046875,161.18702697753906,91.9282455444336,30.425189971923828,32.577632904052734,55.5849494934082,99.45958709716797,65.75276947021484,106.27918243408203
2015-04-14,2095.840087890625,18036.69921875,4977.2900390625,19908.6796875,176.7895965576172,1265.3499755859375,3521.080078125,7075.2998046875,161.48133850097656,92.06356048583984,30.655731201171875,32.66719436645508,55.78080749511719,99.43218231201172,65.93936157226562,106.35685729980469
2015-04-15,2106.6298828125,18112.609375,5011.02001953125,19869.759765625,177.5828399658203,1275.3499755859375,3539.949951171875,7096.7998046875,162.2213897705078,92.52873992919922,30.797048568725586,32.861228942871094,55.36206817626953,99.83407592773438,66.28921508789062,107.06475067138672
2015-04-16,2104.989990234375,18105.76953125,5007.7900390625,19885.76953125,177.53216552734375,1272.9000244140625,3531.610107421875,7060.5,162.16253662109375,92.48641967773438,30.871423721313477,33.159767150878906,55.5038948059082,99.8705825805664,66.22699737548828,106.89208984375
2015-04-17,2081.179931640625,17826.30078125,4931.81005859375,19652.880859375,175.4899444580078,1251.8599853515625,3525.18994140625,6994.60009765625,160.2787322998047,91.41227722167969,30.49955177307129,32.48060607910156,55.24724578857422,98.56453704833984,65.55065155029297,105.42452239990234
2015-04-20,2100.39990234375,18034.9296875,4994.60009765625,19634.490234375,177.0933380126953,1264.9200439453125,3503.25,7052.10009765625,161.7420654296875,92.15657806396484,30.551618576049805,32.37611389160156,55.32829284667969,99.55093383789062,66.11041259765625,106.27053833007812
2015-04-21,2097.2900390625,17949.58984375,5014.10009765625,19909.08984375,176.8823699951172,1264.1500244140625,3508.610107421875,7062.89990234375,161.58229064941406,92.13121032714844,30.81192398071289,32.62987518310547,55.4228401184082,99.75183868408203,65.85383605957031,106.21871948242188
2015-04-22,2107.9599609375,18038.26953125,5035.169921875,20133.900390625,177.7515869140625,1265.47998046875,3496.239990234375,7028.2001953125,162.3811798095703,92.52027130126953,30.87885856628418,33.010494232177734,55.53765106201172,100.26331329345703,66.14926147460938,106.4432144165039
2015-04-23,2112.929931640625,18058.689453125,5056.06005859375,20187.650390625,178.19888305664062,1271.5400390625,3502.75,7053.7001953125,162.8016357421875,92.8078384399414,31.012714385986328,33.17469787597656,55.68623352050781,100.50077056884766,66.3436050415039,107.0388412475586
2015-04-24,2117.68994140625,18080.140625,5092.080078125,20020.0390625,178.61236572265625,1267.5400390625,3513.0,7070.7001953125,163.12962341308594,92.90933227539062,31.18377685546875,33.33888626098633,55.801063537597656,100.6559829711914,66.468017578125,106.7367172241211
2015-04-27,2108.919921875,18037.970703125,5060.25,19983.3203125,177.86976623535156,1252.699951171875,3515.85009765625,7104.0,162.48211669921875,92.42723846435547,31.30276107788086,33.48069763183594,55.726768493652344,100.20848846435547,66.18814849853516,105.75254821777344
2015-04-28,2114.760009765625,18110.140625,5055.419921875,20058.94921875,178.43511962890625,1259.3599853515625,3495.090087890625,7030.5,162.98666381835938,92.67252349853516,31.354814529418945,33.56279754638672,55.61868667602539,99.94363403320312,66.6390380859375,106.15827941894531
2015-04-29,2106.85009765625,18035.529296875,5023.64013671875,,177.70098876953125,1246.949951171875,3487.14990234375,6946.2998046875,162.32229614257812,92.26654815673828,31.079648971557617,33.20455551147461,54.49755096435547,99.43218231201172,66.46021270751953,105.39860534667969
2015-04-30,2085.510009765625,17840.51953125,4941.419921875,19520.009765625,175.92030334472656,1220.1300048828125,3487.389892578125,6960.60009765625,160.70765686035156,91.26852416992188,30.767292022705078,32.76420974731445,53.61278533935547,98.22660827636719,65.90049743652344,103.64614868164062
2015-05-01,2108.2900390625,18024.060546875,5005.39013671875,19531.630859375,177.8275604248047,1228.1099853515625,,6986.0,162.3896026611328,92.10586547851562,31.027599334716797,32.958248138427734,54.01801681518555,99.42304992675781,66.53018188476562,104.46627044677734
2015-05-04,2114.489990234375,18070.400390625,5016.93017578125,,178.3339385986328,1233.219970703125,3482.699951171875,,162.8940887451172,92.42723846435547,31.057336807250977,33.12245178222656,54.07205581665039,99.56917572021484,66.79450988769531,104.88927459716797
2015-05-05,2089.4599609375,17928.19921875,4939.330078125,,176.29164123535156,1215.4200439453125,3471.18994140625,6927.60009765625,160.9935760498047,91.32771301269531,30.588808059692383,32.77914810180664,52.89686584472656,98.18096160888672,66.0715103149414,103.43894958496094
2015-05-06,2080.14990234375,17841.98046875,4919.64013671875,,175.56588745117188,1219.3599853515625,3459.7900390625,6933.7001953125,160.3460693359375,91.07398223876953,30.655731201171875,32.34626388549805,52.79555892944336,97.95262145996094,65.83052062988281,103.559814453125
2015-05-07,2088.0,17924.060546875,4945.5400390625,19291.990234375,176.266357421875,1225.5400390625,3432.780029296875,6887.0,160.9935760498047,91.42074584960938,30.551618576049805,32.301490783691406,53.60602951049805,98.491455078125,66.00933837890625,103.9828109741211
2015-05-08,2116.10009765625,18191.109375,5003.5498046875,19379.189453125,178.58702087402344,1234.9300537109375,3452.010009765625,7046.7998046875,163.10440063476562,92.57102966308594,31.213523864746094,32.79407501220703,54.3557243347168,99.71530151367188,66.91891479492188,104.89788818359375
2015-05-11,2105.330078125,18105.169921875,4993.56982421875,19620.91015625,177.7347412109375,1235.8299560546875,3470.800048828125,7029.89990234375,162.32229614257812,92.18193817138672,30.9383487701416,32.48060607910156,53.53848648071289,99.25865936279297,66.58460998535156,104.88927459716797
2015-05-12,2099.1201171875,18068.23046875,4976.18994140625,19624.83984375,177.2030792236328,1233.1300048828125,3442.330078125,6933.7998046875,161.85137939453125,91.91128540039062,30.9383487701416,32.39103698730469,53.700592041015625,98.9937744140625,66.37472534179688,104.74250030517578
2015-05-13,2098.47998046875,18060.490234375,4981.68994140625,19764.720703125,177.23683166503906,1232.280029296875,3453.169921875,6949.60009765625,161.90184020996094,91.96205139160156,31.161468505859375,32.473148345947266,53.18727493286133,98.89334106445312,66.42912292480469,104.83748626708984
2015-05-14,2121.10009765625,18252.240234375,5050.7998046875,19570.240234375,179.08494567871094,1245.1099853515625,3455.780029296875,6973.0,163.59217834472656,92.8755111694336,31.53331756591797,32.77914810180664,54.2138671875,100.0623550415039,67.01219177246094,105.78707885742188
2015-05-15,2122.72998046875,18272.560546875,5048.2900390625,19732.919921875,179.27906799316406,1243.949951171875,3463.10009765625,6960.5,163.76031494140625,92.98545837402344,31.570518493652344,33.114986419677734,54.767696380615234,100.24506378173828,67.0821533203125,105.88204193115234
2015-05-18,2129.199951171875,18298.880859375,5078.43994140625,19890.26953125,179.83604431152344,1257.52001953125,3459.570068359375,6968.89990234375,164.26495361328125,93.33219909667969,31.466379165649414,32.79407501220703,54.62588882446289,100.64688110351562,67.25318145751953,106.83168029785156
2015-05-19,2127.830078125,18312.390625,5070.02978515625,20026.380859375,179.7769317626953,1255.6600341796875,3454.0400390625,6995.10009765625,164.18084716796875,93.28992462158203,31.347387313842773,32.86870574951172,54.4367561340332,100.5190200805664,67.26871490478516,106.64177703857422
2015-05-20,2125.85009765625,18285.400390625,5071.740234375,20196.560546875,179.65036010742188,1257.739990234375,3439.679931640625,7007.2998046875,164.07151794433594,93.230712890625,31.406875610351562,32.823917388916016,54.389495849609375,100.4185562133789,67.22987365722656,106.74532318115234
2015-05-21,2130.820068359375,18285.740234375,5090.7900390625,20202.869140625,180.1736297607422,1256.739990234375,3439.860107421875,7013.5,164.56768798828125,93.46753692626953,31.577938079833984,32.72690963745117,54.132843017578125,100.75648498535156,67.38533020019531,106.74532318115234
2015-05-22,2126.06005859375,18232.01953125,5089.35986328125,20264.41015625,179.74322509765625,1252.219970703125,3450.179931640625,7031.7001953125,164.2061004638672,93.28992462158203,31.384571075439453,32.808990478515625,54.06528854370117,100.73824310302734,67.12879943847656,106.57266998291016
2015-05-25,,,,20413.76953125,,,3460.85009765625,,,,,,,,,
2015-05-26,2104.199951171875,18041.5390625,5032.75,20437.48046875,177.8107147216797,1238.760009765625,3459.97998046875,6949.0,162.44003295898438,92.31729888916016,30.856555938720703,32.3238639831543,53.65329360961914,99.6604995727539,66.468017578125,105.5280990600586
2015-05-27,2123.47998046875,18162.990234375,5106.58984375,20472.580078125,179.49850463867188,1254.3599853515625,3424.93994140625,7033.2998046875,163.93692016601562,93.16304779052734,31.116830825805664,32.40596389770508,54.18010330200195,100.70166778564453,66.99662017822266,106.51226043701172
2015-05-28,2120.7900390625,18126.119140625,5097.97998046875,20551.4609375,179.2959442138672,1253.0999755859375,3417.77001953125,7040.89990234375,163.7855987548828,93.07849884033203,31.049898147583008,31.950712203979492,54.07205581665039,100.43682098388672,67.00444030761719,106.4000015258789
2015-05-29,2107.389892578125,18010.6796875,5070.02978515625,20563.150390625,178.18199157714844,1246.530029296875,3392.110107421875,6984.39990234375,162.71762084960938,92.45260620117188,30.752422332763672,31.59992790222168,53.45070266723633,99.67878723144531,66.67790985107422,105.73529052734375
2015-06-01,2111.72998046875,18040.369140625,5082.93017578125,20569.869140625,178.544921875,1249.6199951171875,,6953.60009765625,163.095947265625,92.68096923828125,30.678050994873047,31.577545166015625,54.10582733154297,100.02583312988281,66.73233795166016,105.99427795410156
2015-06-02,2109.60009765625,18011.939453125,5076.52001953125,20543.189453125,178.36769104003906,1251.800048828125,3340.75,6928.2998046875,162.92782592773438,92.61331939697266,30.78217315673828,31.689477920532227,53.60602951049805,99.95275115966797,66.62346649169922,106.123779296875
